date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:55:03	258/258	---M--	200	added ('OK')	text/plain	etag:%2229780-102-423f1bbc%22	www.cs.duke.edu/robots.txt		(from )
02:55:03	5338/5338	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:13%20GMT	www.cs.duke.edu/csed/onlineprobs/	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/index.html	(from )
02:55:04	3905/3905	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:13%20GMT	www.cs.duke.edu/csed/onlineprobs/p1.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p1.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:04	3665/3665	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:13%20GMT	www.cs.duke.edu/csed/onlineprobs/p2.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p2.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:04	3558/3558	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:13%20GMT	www.cs.duke.edu/csed/onlineprobs/p3.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p3.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:04	4838/4838	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:13%20GMT	www.cs.duke.edu/csed/onlineprobs/p4.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p4.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:05	2389/2389	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:14%20GMT	www.cs.duke.edu/csed/onlineprobs/p5.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p5.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:05	5010/5010	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:14%20GMT	www.cs.duke.edu/csed/onlineprobs/p6.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p6.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:05	4177/4177	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:14%20GMT	www.cs.duke.edu/csed/onlineprobs/p7.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p7.html	(from www.cs.duke.edu/csed/onlineprobs/)
02:55:05	6324/6324	---MC-	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202006%2008:55:14%20GMT	www.cs.duke.edu/csed/onlineprobs/p8.html	C:/Misc/TCO/WebSiteCopy/tcostuff/www.cs.duke.edu/csed/onlineprobs/p8.html	(from www.cs.duke.edu/csed/onlineprobs/)
