53 1656
01010010000001000000011000100011100101010110001100000
10000010000000000000110000100001000000010110001100000
00000010000010000001000000000001000000000100000000011
10000001111001000000001101100010110101001001000000000
00000000000010110000000010001000001001000000010001011
00000000010100000100000100000000110010000000000010100
11100000000000000001000000100001000000010110001100000
00010000101001000000001001000010000100001001100000000
00010001010001001000001101000110010000101000000010100
00010100100101001100011101000110110010001000000010100
00010001000000110010000001010000000101001001100001000
00000100010001000100111100100010110010000000000100100
00101000000000100001000010000000001001000000000000011
10010001110100000000001101100010110101001000000000000
00001000001010010000000010011000001101000001010001011
00001000001000100000000010011000001001000001010001001
00000000110000000100000101000100000000101000000010100
00000100010100001000001100000110110010000000000010100
00000000001000000000000000010000000000000000100000000
00100010000010000000000000000001000000000000000000011
01000000000100000000010000100000100000010000001100000
11000000010100000000101000100010110000010000001100000
10010001110101000100010101100010110100001000000000100
00010100110101001100001001000110110010001000000010100
00001000000010110000000000011000001101000001010001011
00010001111001001000001100000110010000101000000010100
11010010000101000000111000000011110000010110001100000
00000000001000110010000010001000001000000001010001000
00001000000000110000000010010000001000000000010001000
00000000110000001100000101000000010000101000000010100
10010001110101000100011101100000110100001000000000100
11100010000000000001000000100000000000010110001100000
10010100010101000100111100100010010010010000000100000
00010100110101000100011101100110100010000000000000100
00001000000010110000000010011000000101000001010001011
10010001001001100000001010000010001001000001000001011
00000100010100000100000100000000110000000000000000100
10011000001011110000000010000000001100000001000001011
00000000100000001000000001000100000000001000000010000
11000010000000000000110000100001100000000110001100000
00010001111001001000001101000110000000100000000010100
11100010000000000000000000100001000000010010001100000
11000010000000000000000000100001000000010100001100000
00010001001000110000000010010000001101000000000001000
00000001001000000010000000000000000000000000000000000
00001000000000110000000010011000001000000000000001000
11000010000000000000110000100001000000010110000100000
11000010000100000000110000100001100000010110001000000
00000100110000001100000101000100000000101000000000100
00001000001000110000000010011000001101000001010000011
00000100110100001100001101000110010010001000000010000
00101000000010100001000010000000001101000000000001001
00101000000010110001000010000000001101000000000001010
25 45
17 19
51 52
13 23
3 47
8 34
30 48
0 45
16 37
29 8
40 23
29 27
1 30
30 41
2 40
21 0
7 48
11 44
11 9
4 9
32 8
44 47
8 20
27 44
38 29
26 30
7 10
10 19
52 3
3 26
22 45
29 22
11 42
37 38
4 40
51 3
34 32
3 17
21 15
33 2
30 46
48 46
22 45
8 34
36 29
45 49
18 46
43 2
32 16
46 21
6 40
3 6
34 2
18 49
30 31
32 14
48 34
31 36
10 5
45 15
25 42
27 29
46 17
41 45
40 14
36 29
43 1
4 32
38 42
29 36
40 1
17 5
42 1
36 10
5 37
49 0
30 14
41 13
48 44
51 42
17 43
17 41
35 48
45 12
40 2
8 38
42 39
52 24
11 49
29 4
43 41
43 9
0 20
18 25
8 18
4 32
6 28
24 50
28 3
15 43
7 15
2 32
7 36
2 8
32 15
37 42
44 4
30 17
35 28
48 52
36 31
33 28
35 19
28 37
32 28
4 28
21 3
47 45
14 41
8 9
18 3
17 36
10 49
8 21
37 43
28 27
30 14
44 11
26 22
9 44
51 20
3 0
37 13
49 36
4 0
3 49
29 26
27 30
20 27
43 47
14 48
16 13
18 20
49 36
23 46
19 44
20 36
18 37
20 51
30 52
18 16
52 44
3 21
21 43
25 14
27 18
35 48
43 49
39 37
21 33
38 25
20 29
33 40
15 45
40 24
43 17
37 13
13 25
42 43
35 39
20 28
1 45
13 12
8 43
8 22
52 6
8 29
6 23
30 18
27 6
32 30
0 39
6 52
33 18
8 23
7 30
29 39
40 22
51 2
48 4
4 39
24 17
20 13
25 11
22 18
35 25
14 16
0 37
37 3
28 1
45 13
42 8
15 10
25 24
18 35
25 13
7 31
51 2
2 39
16 17
3 28
39 28
14 1
2 26
7 0
27 17
32 39
10 4
29 1
12 23
21 11
39 12
14 40
31 51
42 2
25 5
3 40
19 32
7 25
43 21
38 41
32 34
3 48
3 14
17 3
17 37
45 44
22 7
28 1
26 1
30 32
37 30
47 12
50 33
12 47
42 44
51 27
3 42
27 11
3 25
22 30
2 46
11 6
24 37
49 39
27 11
30 25
17 29
39 13
2 28
28 24
17 20
2 5
14 23
49 30
10 12
17 0
9 30
7 21
43 8
22 3
1 3
16 34
10 18
