1
54 886
000001100000000000000000000000110000000001000000000000
001100000111000000010000011000000001100110000000000000
010100000010000000000000011000000000101100000000000000
011000000111000000010000001000000001101110000000000000
000000010000000100000000000101000110000000101100000100
100000000000000000000000000000010000000001000000001000
100000000000000000000010000000100000000000000000100000
000010000000000100000000000101000110000000101000100100
000000000000000000100000000000000000000001000000001001
010100000000000100000000000001000001100110000000000000
011100000000000000000000011000000000100110000000000000
010100000000100010010101000000001001001100000000000000
000000000001000010110101000000001000000000000000001001
000000000000000000000000010000000000000000000000000000
000000000000000000001000000010000000000000010000000000
000010010100000000000000000101000110000000101000000100
000000000001100000000001000000000000001000000000000000
000000000000000000000000100000000000010000000100000010
000000001000100000000101000000001000000000000000001001
010100000001100000000000000000000001101100000000000000
000000000000001000000000000010000000000000010000000000
000000000001100000100000000000001000000000000000001000
000000100000000000000000000000100000000000000000010000
000000000001100010100000000000000000000000000000000001
000000000000000001000000000000000000010000000100000010
011000000010010000000000001000000000100010000000000000
011100000010000000000000010000000000100100000000000000
000010010000000100000000000010000010000000101011100100
000000000000001000001000000100000000000000001011000100
000010010100000100000000000000000110000010101000000000
100000100000000000000010000000000000000000000000110000
100001000000000000000000000000000000000001000000001000
000000000001100000100100000000000001000000000000001000
000010010000000100000000000001000010000000101100000000
000010010000000100000000000101000100000000101000000100
010100000101000000010000000000001000100110000000000000
011100000110000000010000011000000001000110000000000000
000000000000000001000000100000000000000000000100000010
001100000001000010010000000000000000000100000000000000
011100000111000000010000001000000001101010000000000000
010100000110000000000000010001000001100100000000000000
100001001000000000000000000000010000000000000000001000
000010010000000100000000000101000110000000001000000100
000000000000001000001000000000000000000000000000000000
000010010000000100000000000111000110000000100011100100
000010000000000001000000100000000100010000000000000010
000000000000000000000000000110000000000000001001100100
000000000000000000000000000110000000000000001010100100
000000110000000000000000000100100000000000001011000000
000000000000000000000010000000100000000000000000000000
000001001000100000100100000000011000000001000000000001
000010010000000100000000000110000010000000101011000000
000000000000000001000000100000000000010000000100000000
000000001000100000100001000000000000000000000000001000
48 33
39 42
28 18
23 43
52 11
38 7
27 4
11 29
16 44
48 31
38 33
46 41
52 44
39 34
43 14
11 5
40 26
47 34
17 45
37 50
21 49
0 18
3 33
31 23
2 17
19 32
41 2
35 36
8 0
1 38
14 12
41 14
20 24
7 29
29 1
35 28
10 40
8 37
9 12
18 38
53 22
50 8
21 44
20 15
15 30
14 46
19 44
43 13
43 37
35 17
31 52
39 5
5 20
45 3
13 38
24 26
10 3
15 50
20 52
37 17
16 37
48 49
5 47
4 11
44 23
4 47
5 37
30 45
53 5
28 5
26 5
16 5
42 2
11 38
6 2
6 37
14 17
10 27
2 48
8 16
15 33
45 18
21 43
24 51
25 12
38 3
13 15
33 34
50 11
17 23
32 0
2 20
40 37
52 27
17 13
22 17
46 22
23 43
4 11
34 24
22 6
6 9
11 16
34 42
29 10
53 3
48 12
14 5
8 4
5 20
52 23
2 51
16 47
13 29
33 22
20 49
40 28
34 20
45 48
9 6
27 33
12 13
21 22
30 53
28 1
46 8
25 9
50 51
9 50
21 44
38 33
1 41
30 5
1 53
4 33
51 0
24 5
48 51
21 37
13 10
43 18
46 42
7 21
28 5
51 42
27 19
10 4
50 46
14 24
9 28
5 21
39 25
13 15
17 51
30 16
19 5
46 38
26 31
23 53
41 17
20 2
14 42
48 45
12 38
18 22
40 52
30 45
7 39
42 18
19 46
17 45
0 39
22 6
13 33
28 53
21 27
7 36
34 26
16 34
45 14
46 28
33 49
33 5
52 49
33 16
27 50
46 9
40 12
3 14
50 43
29 17
8 4
33 26
12 20
11 2
52 29
36 39
25 16
7 17
20 53
1 26
8 15
24 5
25 24
6 15
18 2
20 48
21 22
31 7
27 42
48 42
23 14
1 2
20 46
19 40
20 38
19 22
21 47
6 5
23 41
18 19
4 19
27 31
23 47
19 7
52 16
16 43
50 47
29 15
37 46
22 30
22 50
41 28
11 47
12 0
12 27
52 36
15 7
43 29
51 44
14 31
9 6
31 10
11 1
46 40
16 31
49 19
49 48
34 16
48 22
32 24
8 13
36 46
42 37
53 44
53 46
30 24
41 45
28 52
1 45
11 14
25 5
36 43
36 44
18 37
21 37
5 44
0 49
52 1
19 12
16 49
6 5
7 37
13 19
35 26
6 20
29 10
5 12
18 37
11 28
40 18
52 20
31 14
15 30
40 9
36 28
41 7
38 16
10 34
0 23
24 36
34 46
18 19
41 36
15 12
41 27
42 32
41 50
32 33
31 40
7 51
22 4
24 7
23 8
34 49
47 46
37 26
22 30
43 40
50 35
11 30
4 42
35 1
5 36
49 22
36 33
47 33
34 2
0 16
17 23
28 23
3 44
47 10
31 42
47 53
10 48
47 21
50 29
28 39
44 16
53 6
30 17
45 42
12 37
36 51
19 36
37 13
9 45
29 38
35 27
31 35
8 45
49 2
42 53
11 6
46 26
35 14
50 39
52 43
12 19
44 3
8 17
37 48
20 38
17 16
32 26
20 17
19 20
19 25
11 50
26 53
26 8
8 39
28 26
43 24
4 27
50 38
0 11
39 14
51 27
43 19
51 6
20 17
5 26
2 27
28 49
24 11
44 27
34 42
49 1
13 26
5 28
11 22
21 19
51 53
48 53
0 24
44 31
19 33
45 42
24 17
27 37
9 45
6 35
13 33
38 2
20 30
52 9
43 20
3 19
5 52
39 47
35 11
13 49
41 21
24 30
18 5
53 25
40 7
8 26
6 39
18 29
22 53
47 49
43 47
22 33
39 22
36 20
5 24
44 12
45 23
6 16
4 0
48 42
6 53
35 31
48 1
22 7
13 22
18 25
46 39
45 16
45 35
50 30
8 35
22 34
35 50
10 31
40 20
7 26
2 18
39 14
44 7
46 11
26 45
30 13
8 26
4 41
10 51
10 44
10 49
26 6
41 1
36 14
34 5
52 29
25 28
32 1
27 20
51 31
30 4
13 46
34 10
52 3
52 9
15 21
32 26
4 33
24 14
13 38
39 13
36 45
32 20
18 32
37 27
48 19
5 51
49 6
4 12
27 12
17 2
35 50
8 51
37 50
4 33
5 53
15 21
13 53
43 44
6 21
12 18
53 28
28 48
37 12
25 33
0 46
36 1
53 37
0 41
43 40
6 0
2 45
38 18
0 13
41 12
12 33
37 44
21 23
22 47
16 40
6 20
2 12
43 24
18 2
4 49
22 14
35 17
25 31
51 15
36 4
34 53
30 20
45 5
15 47
14 10
25 50
35 34
14 47
31 24
41 31
36 39
51 40
28 19
35 40
6 11
36 49
52 44
20 27
27 15
19 26
6 48
37 14
47 45
12 36
48 52
11 25
39 51
7 30
47 20
21 26
13 44
7 24
14 11
20 48
7 16
15 35
19 46
43 38
48 17
48 44
6 51
18 10
37 22
15 2
18 35
4 34
42 25
15 47
42 26
9 41
12 40
19 5
21 40
27 30
28 30
16 4
30 52
50 45
48 25
16 2
21 41
13 31
50 37
23 10
2 43
48 6
9 43
15 38
14 22
31 4
1 27
3 8
19 11
49 0
17 15
33 21
36 17
7 6
39 26
29 13
53 14
18 39
47 51
23 11
46 16
38 20
26 24
13 15
42 10
29 46
33 47
36 46
51 39
37 27
23 48
44 43
42 16
2 7
32 28
8 53
31 42
12 23
51 18
35 46
44 52
29 14
25 2
43 21
2 46
3 16
13 32
40 20
25 35
27 34
25 16
10 4
28 42
25 28
2 50
21 13
24 1
28 4
15 24
28 24
12 7
49 24
22 0
11 14
15 27
3 1
25 29
35 53
4 7
15 21
17 52
13 25
7 36
34 3
42 13
32 52
37 27
23 24
29 46
3 15
29 47
40 18
51 33
37 35
38 2
21 2
44 39
25 3
18 47
19 31
0 9
52 0
28 12
9 37
0 33
53 38
29 39
24 40
50 43
2 39
35 1
10 40
16 25
28 3
22 0
42 7
4 37
34 35
36 3
18 29
53 21
15 51
51 32
49 19
52 12
6 18
20 39
45 11
53 41
27 13
49 39
40 2
26 13
19 37
4 40
22 49
36 1
12 44
13 20
16 14
47 28
9 39
53 30
10 16
10 12
32 42
35 20
10 6
20 16
40 23
22 5
20 11
8 48
3 11
42 27
36 50
26 27
42 48
27 37
40 47
32 20
41 8
53 30
5 39
35 41
19 7
45 6
46 9
19 28
