date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:14	182/182	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:19%20GMT	https://spoj.sphere.pl/robots.txt		(from )
22:26:15	28567/28567	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:19%20GMT	https://spoj.sphere.pl/problems/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/index.html	(from )
22:26:17	28587/28587	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:21%20GMT	https://spoj.sphere.pl/problems/classical/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/index.html	(from https://spoj.sphere.pl/problems/)
22:26:17	4769/4769	U-----	200	untouched ('OK')	text/css	etag:%22977f-12a1-f4402b80%22	https://spoj.sphere.pl/themes/skin3.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/themes/skin3.css	(from https://spoj.sphere.pl/problems/)
22:26:21	226/226	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:25%20GMT	https://spoj.sphere.pl/problems/challenge	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/challenge.html	(from https://spoj.sphere.pl/problems/)
22:26:27	28483/28483	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:31%20GMT	https://spoj.sphere.pl/problems/classical/sort=0,start=50	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=0,start=50.html	(from https://spoj.sphere.pl/problems/)
22:26:33	28716/28716	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:37%20GMT	https://spoj.sphere.pl/problems/classical/sort=0,start=150	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=0,start=150.html	(from https://spoj.sphere.pl/problems/)
22:26:39	28663/28663	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:44%20GMT	https://spoj.sphere.pl/problems/classical/sort=0,start=250	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=0,start=250.html	(from https://spoj.sphere.pl/problems/)
22:26:42	222/222	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:47%20GMT	https://spoj.sphere.pl/problems/?sort=2	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/indexa1a1.html	(from https://spoj.sphere.pl/problems/)
22:26:42	222/222	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:47%20GMT	https://spoj.sphere.pl/problems/?sort=5	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/index4a4d.html	(from https://spoj.sphere.pl/problems/)
22:26:43	222/222	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:47%20GMT	https://spoj.sphere.pl/problems/?sort=1	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/indexfda1.html	(from https://spoj.sphere.pl/problems/)
22:26:43	222/222	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:48%20GMT	https://spoj.sphere.pl/problems/?sort=6	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/index3604.html	(from https://spoj.sphere.pl/problems/)
22:26:43	222/222	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:26:48%20GMT	https://spoj.sphere.pl/problems/?sort=7	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/index5945.html	(from https://spoj.sphere.pl/problems/)
22:26:43	6227/6227	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:26:48%20GMT	https://spoj.sphere.pl/problems/TEST/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/TEST/index.html	(from https://spoj.sphere.pl/problems/)
